route_label,step,Latitude,Longitude
route_07,8,55.73393231576247,10.489031023791203
route_07,9,55.73808193535975,10.478728187764524
route_07,10,55.744555022059764,10.474553922341926
route_07,11,55.740326183532126,10.476886084840324
route_07,12,55.736003021161984,10.491495645568808
route_07,13,55.744904269975635,10.496062455688085
route_07,14,55.75988205309734,10.491261363485956
route_07,15,55.77375209311273,10.529792508400668
route_07,16,55.77728362819033,10.558212461459537
route_07,17,55.7866206691035,10.605629368795691
route_07,18,55.78602543798897,10.637657772989611
route_07,19,55.80089964396563,10.671481147749134
route_07,20,55.82506796178017,10.713061745414903
route_07,21,55.83803972348339,10.720539498525074
route_07,22,55.84337921841734,10.712702525022445
route_07,23,55.84475561061947,10.711822812094395
route_08,0,54.44039350678733,9.243364983710407
route_08,1,54.44776755046232,9.240926365335431
route_08,2,54.4501753743852,9.23704049793429
route_08,3,54.44876482687389,9.234764731693883
route_08,4,54.44678168384812,9.225414783061185
route_08,5,54.44696504033051,9.209569503737951
route_08,6,54.45103816407633,9.202326011469605
route_08,7,54.45189999449144,9.193176642592956
route_08,8,54.453211421207946,9.19268648699587
route_08,9,54.451874801691915,9.18773560361991
route_08,10,54.44980992819201,9.19419662075546
route_08,11,54.44832938855007,9.192961677572299
route_08,12,54.448860502459176,9.19358211737163
route_08,13,54.45169247550659,9.18991897078497
route_08,14,54.453617129254376,9.18297226974228
route_08,15,54.45584884713752,9.18873587993311
route_08,16,54.451832731064336,9.19347949596695
route_08,17,54.450902195750544,9.19658802640173
route_08,18,54.444403718473346,9.196373444953768
route_08,19,54.440771770411175,9.196915533169388
route_08,20,54.43685769348809,9.194524099193389
route_08,21,54.43179780267558,9.188359480720047
route_08,22,54.423277435963016,9.1874178850482
route_08,23,54.41030743438914,9.179692071945702
route_09,0,55.09165118644068,14.546184813559323
route_09,1,55.10551460402849,14.543839168508965
route_09,2,55.116140028985505,14.527237200564972
route_09,3,55.122739393515104,14.519629612625891
route_09,4,55.12728830754114,14.526809874723655
route_09,5,55.13152467256202,14.527306565340211
route_09,6,55.13571084426431,14.530801503193318
route_09,7,55.13952221198723,14.536874893760746
route_09,8,55.141527740604275,14.545158474084992
route_09,9,55.14361137803979,14.56445236563498
route_09,10,55.148219810120366,14.592536828911815
route_09,11,55.15310033750921,14.610900965733236
route_09,12,55.15516766421027,14.632851740358634
route_09,13,55.16047426086956,14.637433527143209
route_09,14,55.1647251471383,14.650657198354214
route_09,15,55.16552058953574,14.681436763080324
route_09,16,55.16945529648735,14.70059777474822
route_09,17,55.17363187644313,14.717097444853845
route_09,18,55.17546288774257,14.73050243085237
route_09,19,55.17909135175633,14.73445806718251
route_09,20,55.17567829083763,14.761911140874478
route_09,21,55.172731789732254,14.78292086244166
route_09,22,55.16633341635961,14.797363290837632
route_09,23,55.16055172316384,14.826658299435028
route_10,0,57.07484537267081,8.665413527329193
route_10,1,57.06957355765596,8.719320138603836
route_10,2,57.070786807048336,8.754591333877936
route_10,3,57.07143609478801,8.772562157345396
route_10,4,57.07646803429652,8.785362580218742
route_10,5,57.080293801647315,8.795215316540643
route_10,6,57.08804199918985,8.803133690939777
route_10,7,57.09581722279233,8.803576864096678
route_10,8,57.10360137375101,8.798724877585741
route_10,9,57.11222872859843,8.813817908803673
route_10,10,57.115269579125034,8.819534071280044
route_10,11,57.121659878881985,8.811982122994868
route_10,12,57.1209650152579,8.81617063410748
route_10,13,57.122094511072106,8.819352217607346
route_10,14,57.106838854847425,8.8140143484202
route_10,15,57.103784142857144,8.814966084539563
route_10,16,57.09563341128815,8.81660696716176
route_10,17,57.0916365463138,8.817152128976504
route_10,18,57.07976349837969,8.816985484809614
route_10,19,57.06769706832298,8.825145960221441
route_10,20,57.061381518903595,8.816699193964354
route_10,21,57.06394203335134,8.802946748555225
route_10,22,57.06289580110721,8.770677231825548
route_10,23,57.079205170807455,8.703977550621119
route_11,0,55.80197951675978,12.681289375698324
route_11,1,55.789285738644644,12.649068257250425
route_11,2,55.77158859594365,12.602610878127278
route_11,3,55.76510009339325,12.555387235851349
route_11,4,55.76820375030362,12.529026663589992
route_11,5,55.77829206898227,12.527212755890211
route_11,6,55.783889186786496,12.514980181442798
route_11,7,55.78905481467088,12.506648334831187
route_11,8,55.791317028904544,12.50064445682536
route_11,9,55.79927064670877,12.485631967087686
route_11,10,55.79635944352684,12.490644737612339
route_11,11,55.79942942433811,12.485510990223464
route_11,12,55.795136512387664,12.485879423245082
route_11,13,55.78904354056352,12.485536169480204
route_11,14,55.792397560480936,12.495284254068496
route_11,15,55.79889259958708,12.506658990405636
route_11,16,55.800239948506196,12.510227703060481
route_11,17,55.80526309472917,12.518391429803255
route_11,18,55.79884104056352,12.545131276536313
route_11,19,55.793691271192614,12.564001642579548
route_11,20,55.79127196781637,12.595443859910128
route_11,21,55.793588075418995,12.626047929499636
route_11,22,55.792436001457375,12.660166116286131
route_11,23,55.79981868715084,12.6772654
