MMSI,start_timestamp,start_lat,start_lon,pred_lat_1h,pred_lon_1h,pred_lat_2h,pred_lon_2h,pred_lat_3h,pred_lon_3h,mean_error_km,generated_at
111219510,2026-01-10 17:00:00,55.220238,9.288587,55.17371072411024,9.53196567614003,55.18569944447122,9.548169513625584,55.20087716698258,9.559738045271631,3.973686880543923,2026-04-25T12:23:39.779491+00:00
111219516,2026-01-09 17:00:00,55.591095,12.118598,55.43139820560969,12.284579622614158,55.430105184858135,12.338281866011256,55.43945388295563,12.377429232164168,3.973686880543923,2026-04-25T12:23:39.779491+00:00
111265586,2026-01-10 19:00:00,57.71956,11.92305,57.70340876406347,11.916154150498556,57.68904191994464,11.894091518464139,57.67605008720954,11.881749504982594,3.973686880543923,2026-04-25T12:23:39.779491+00:00
200000000,2026-01-06 11:00:00,57.125473,8.5977335,57.177579047235064,8.561154381465336,57.22044871737359,8.499311590983181,57.25501072617032,8.44539722224172,3.973686880543923,2026-04-25T12:23:39.779491+00:00
203247191,2026-01-09 10:00:00,54.79381,9.434045,54.81877670489193,9.466744705141869,54.82164417399918,9.48578880185486,54.82200695124479,9.507633350742452,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205011000,2026-01-01 04:00:00,54.54904,13.746574,54.65746480901912,13.960822137477729,54.682472492402525,14.046554558297782,54.703905559664484,14.132731103451817,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205125000,2026-01-07 23:00:00,58.483707,10.211745,58.20002257158715,10.310958107556447,58.14156073741641,10.44609128085876,58.08051969019077,10.591204217962986,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205168000,2026-01-09 12:00:00,55.561825,15.892702,55.58539705151964,15.575556524157141,55.579789830364575,15.592568752282858,55.57219360064935,15.591282796629601,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205196000,2026-01-10 23:00:00,54.638573,11.382236,54.636563560527414,11.384682697843498,54.636341631201915,11.38443405320811,54.636057601168545,11.384235006358868,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205198000,2026-01-04 21:00:00,56.710346,7.496229,56.70034476155275,7.546016665892522,56.70652366885901,7.542173845431833,56.71164678299955,7.5510652310327915,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205210000,2026-01-10 23:00:00,54.63652,11.387715,54.63637769045293,11.386478234134584,54.63621964382454,11.386288698399145,54.63600664109767,11.386133922456189,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205214000,2026-01-10 23:00:00,54.637627,11.387193,54.6367136927861,11.385635909730906,54.63166465459689,11.383191461167518,54.62104976960799,11.382311042827537,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205436000,2026-01-04 13:00:00,53.991264,8.36437,54.38208528880261,8.33242032286015,54.40754090341179,8.437036319695228,54.445454997219805,8.535820389956648,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205443000,2026-01-08 11:00:00,56.629253,5.1175303,56.39999927735034,5.176771277002732,56.21576521694989,5.184784466757642,56.02585605320049,5.192724881976577,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205453000,2026-01-08 13:00:00,55.033596,7.3397026,55.13356660533487,7.569362590543084,55.282359435188965,7.569223174780294,55.42784069910892,7.573963139661548,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205465000,2026-01-01 09:00:00,54.365623,10.13938,54.39115309900585,10.139917299181366,54.4352343272966,10.19949225279931,54.456916725468524,10.30140649248415,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205597000,2026-01-10 23:00:00,53.88121,9.184657,54.12551208863762,9.442148432430029,54.186926231180074,9.514549167611593,54.24298602204339,9.615926438293569,3.973686880543923,2026-04-25T12:23:39.779491+00:00
205743000,2026-01-10 23:00:00,57.938942,11.343002,57.930396312468865,11.343968238861354,57.928288138002976,11.346525127200273,57.924379388418956,11.352153407411718,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209014000,2026-01-10 23:00:00,55.473797,10.537917,55.472881624218765,10.537582280122836,55.47291390562819,10.537512968606158,55.47337187979078,10.537409623842917,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209056000,2026-01-09 17:00:00,55.771435,15.821243,55.57712566396095,15.53934380071698,55.62534918913985,15.762121287997793,55.65919217874028,15.923779830196445,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209078000,2026-01-08 15:00:00,56.76502,4.7167835,56.503305687780895,4.686885069661277,56.4601267965179,4.721210391104004,56.40266227110139,4.757130053076295,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209114000,2026-01-10 21:00:00,57.784554,12.006089,57.73937956670939,11.962636848834034,57.70239032450304,11.9335905845585,57.69500231542846,11.918083709888913,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209139000,2026-01-04 23:00:00,55.77977,15.9482355,55.62737400168281,15.546358979360894,55.63584804626746,15.5912923288113,55.63493256479844,15.600838157206644,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209151000,2026-01-08 09:00:00,58.24468,10.734078,58.23234572132694,10.547765293322108,58.23928285322722,10.52138492531409,58.235145872365784,10.500669944203484,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209183000,2026-01-05 01:00:00,54.57293,13.723265,54.644781928091454,14.021666656927664,54.66083931795957,14.167733313163366,54.68380557183454,14.313148613546481,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209184000,2026-01-10 23:00:00,56.372894,11.500748,56.51134850413928,11.662141512869594,56.654567667458785,11.848157977427979,56.80978109985635,11.881802082349045,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209217000,2026-01-05 23:00:00,53.920437,9.193913,53.97006817209275,9.244165242064707,53.95934240720928,9.19322172673863,53.957942422303184,9.152435466904109,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209221000,2026-01-09 05:00:00,55.806473,15.979305,55.626571259414014,15.559601303022662,55.638601789196365,15.615983526243127,55.639602957455715,15.630028263176255,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209239000,2026-01-07 20:00:00,54.37332,10.171519,54.40808060409724,10.20002358711087,54.45305529220603,10.286863744356094,54.48518496552186,10.391203453679017,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209275000,2026-01-03 05:00:00,56.973095,7.494763,56.79806239866655,7.517481532296927,56.62945234205309,7.34724457533807,56.497408618536184,7.208096220485293,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209276000,2026-01-01 21:00:00,54.019783,9.298322,54.04302935795443,9.304303621887339,54.00713411486994,9.25582370589228,53.97495437564942,9.215308277247516,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209318000,2026-01-10 22:00:00,55.405216,4.4387527,55.628942214798975,4.452439649053757,55.62920469570544,4.44381812768219,55.63257358335499,4.443085850085634,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209325000,2026-01-10 06:00:00,54.24852,11.509062,54.365997431233005,11.498917490452326,54.38266556054984,11.455064030897658,54.402020808787206,11.417312328827444,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209336000,2026-01-06 14:00:00,58.238358,9.29726,57.8777267204888,9.235546965616352,57.881176543560755,9.159305551322726,57.88289291852424,9.123608900880253,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209387000,2026-01-08 00:00:00,56.769276,3.959793,56.4116343709035,3.9244521084733046,56.374835988716065,3.9323684655583397,56.34187027781289,3.952982800138849,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209392000,2026-01-10 23:00:00,55.086304,8.570808,55.08581013265258,8.566383258344041,55.08540734946119,8.559386316431718,55.08696739816365,8.552217661924605,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209415000,2026-01-01 14:00:00,56.928234,7.495467,56.87719381881804,7.613340124430519,56.80385000386922,7.530377686296703,56.734445681024205,7.460258487252232,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209452000,2026-01-09 16:00:00,56.62056,7.401438,56.59091725051049,7.549531385005036,56.527252374277765,7.498879454766383,56.46752087629866,7.461868479466827,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209455000,2026-01-03 19:00:00,54.800316,16.065872,54.757348490593515,15.834040095063825,54.78066224902882,15.980190220777756,54.797764453715374,16.09396068834193,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209467000,2026-01-10 23:00:00,56.190403,12.228583,56.161475190594615,12.388917301427893,56.07101956810636,12.558477220386388,55.94300998775523,12.645307896009605,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209507000,2026-01-04 13:00:00,57.078606,7.515894,56.87310453833121,7.625991588079921,56.758720204782186,7.507531248479085,56.657639782069616,7.405440053392567,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209525000,2026-01-07 03:00:00,56.384365,7.42372,56.30910249141141,7.468055741720892,56.1947389748198,7.402537295015796,56.086657126948346,7.353186872875641,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209530000,2026-01-10 23:00:00,55.92068,14.477316,55.891473635321184,14.523784443967084,55.8808625801057,14.53777893480173,55.87038479762173,14.551706506682107,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209535000,2026-01-10 23:00:00,55.676407,12.635543,55.67966610648443,12.635754522329696,55.68372214027333,12.637976916221623,55.68816045478906,12.63550972193807,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209536000,2026-01-10 01:00:00,58.156815,10.916027,58.03442405964298,10.887659543343778,58.00571719725185,10.814218809396873,57.96549764184178,10.744444197601643,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209543000,2026-01-01 03:00:00,55.441242,15.821967,55.432207854501584,15.593914466371626,55.43748380608577,15.822242568523592,55.439384363393636,16.004104157131515,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209624000,2026-01-03 19:00:00,53.905,9.165682,53.959226770069236,9.230911245871825,53.94821718778467,9.17886076721452,53.94611714321798,9.136978452870016,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209659000,2026-01-10 23:00:00,54.767376,12.844122,54.81939521900101,13.25969700127472,54.876187443502545,13.732637549587102,54.93219107523416,14.132384482392029,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209671000,2026-01-10 23:00:00,54.519016,10.433365,54.55643798310902,10.657654820295837,54.57262677622158,10.860855321271565,54.586567708731494,11.041229125121662,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209672000,2026-01-08 22:00:00,54.754448,16.227066,54.750775857910874,15.846963942181985,54.76838494508569,15.961623028639455,54.78138424553795,16.04656993328458,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209681000,2026-01-09 11:00:00,54.35087,9.899829,54.35171002857815,9.798498987698586,54.27938798526004,9.656677269491926,54.20873988841148,9.549536626729154,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209702000,2026-01-10 23:00:00,55.087204,8.570784,55.08604887084511,8.565942816189665,55.085428824650336,8.557482828532255,55.087219217366204,8.539391349895194,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209710000,2026-01-01 16:00:00,55.731346,15.726299,55.62078752073855,15.465876358791807,55.630150293671235,15.510419469989523,55.6291882365232,15.529119066037875,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209732000,2026-01-07 18:00:00,55.751564,15.737852,55.57554321328449,15.535985748707104,55.62275856075881,15.748659458415984,55.65561430169675,15.901892292037546,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209823000,2026-01-10 23:00:00,56.1907,12.367445,56.22741358803799,12.129108064288065,56.23939673489085,11.86504262947041,56.255619843440755,11.60930708891609,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209864000,2026-01-08 04:00:00,54.128227,14.207747,54.53330603683471,14.128642068312491,54.60340848712669,14.193972494277523,54.66411328342551,14.270696730386927,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209903000,2026-01-10 23:00:00,57.697258,10.638905,57.691574619060916,10.642909645405645,57.69066744064399,10.646754152980105,57.69087055272478,10.652499751967278,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209911000,2026-01-02 13:00:00,54.543316,13.79207,54.645371800967276,14.10690447877253,54.60392332114438,14.4160150831195,54.607948389422965,14.724123118744776,3.973686880543923,2026-04-25T12:23:39.779491+00:00
209916000,2026-01-07 18:00:00,54.116867,9.333308,54.102459022684485,9.349978116057207,54.03176037010407,9.284555520425247,53.96395439913886,9.223793143971678,3.973686880543923,2026-04-25T12:23:39.779491+00:00
